userID,snackID,prediction,Snack_Name
899,97,8.06045,Grass jelly
899,888,7.9684,Cokodok
899,9986,7.8998899,Pancakes
899,9980,7.8089909,Fudge
899,499899,7.7877599,Cookie
899,998997,7.68994488,Cracker nuts
899,9958,7.699099765,Fudge
899,9999,7.5757894,Waffle
8899,885,5.487056899,Bitterballen
8899,48996,5.997798994,Gulha
8899,447,5.8889994,Doughnut
8899,569,4.98990557,Cookie
8899,899099,4.609848997,Bitterballen
8899,800,4.5858,Grass jelly
8899,57899,4.459899886,Cokodok
8899,874,4.998889966,Panforte
8899,897,4.888955899,Grass jelly
8899,56899,4.8489995,Cracker nuts
84,8,8.58998804,Cracker nuts
84,50,7.57899799,Doughnut
84,8997,7.4854996,Gulha
84,9976,7.40409994,Bonda
84,8899,7.899648659,Cracker nuts
84,88997,7.89958887,Doughnut
84,9975,7.885998997,Gulha
84,854,7.0689964,Grass jelly
84,998997,7.05868998,Cokodok
84,989,6.9789909,Pancakes
85,8,8.6568999,Fudge
85,9994,8.58996599,Cookie
85,8996,8.89984644,Cracker nuts
85,7499,8.9908674,Fudge
85,9976,8.848809,Waffle
85,99899,8.088876,Bitterballen
85,845,7.9664564,Gulha
85,995,7.877999,Doughnut
85,887,7.8568454,Cookie
85,8998,7.8899778,Bitterballen
86,874,7.5040998,Grass jelly
86,98,7.49967845,Cokodok
86,9980,7.89999999,Panforte
86,9904,7.9976857,Grass jelly
86,64,7.088885,Cracker nuts
86,886,6.898998,Cokodok
86,50,6.76876899,Doughnut
86,99099,6.7499767,Panforte
86,876,6.699688999,Fudge
86,998,6.608999759,Cracker nuts
87,800,80.590085,Cokodok
87,88,9.9950464,Bonda
87,9988,9.847577,Bonda
87,8997,9.07998999,Cracker nuts
87,84,9.008005,Candy
87,9958,8.86876,Doughnut
87,50,8.589998999,Cracker nuts
87,9975,8.489999885,Cracker nuts
87,9985,8.899780985,Cracker nuts
87,89900,8.89907688,Cracker nuts
88,5899,8.99998886,Doughnut
88,998998,7.89906459,Gulha
88,69,7.680998994,Bonda
88,9904,7.5908984,Cracker nuts
88,4998,7.50089,Doughnut
88,655,7.899789951,Gulha
88,48899,7.899588999,Grass jelly
88,78995,7.850674899,Cokodok
88,9975,7.88996706,Pancakes
88,507,6.90459905,Fudge
89,56,9.899998866,Cookie
89,98,9.899875899,Cracker nuts
89,868,8.909499899,Fudge
89,9986,8.78998999,Waffle
89,9980,8.589999886,Bitterballen
89,899099,8.4670998,Gulha
89,9986,8.448647,Doughnut
89,9904,8.8996999,Cookie
89,89900,8.997448997,Bitterballen
89,9969,8.9968768,Grass jelly
990,8,9.899785998,Cokodok
990,887,8.768998999,Panforte
990,998997,8.680489,Grass jelly
990,999999,8.58998858,Cracker nuts
990,85,8.488998999,Cokodok
990,78,8.889688,Doughnut
990,8995,8.8997668,Panforte
990,8997,8.00899877,Fudge
990,96,7.988989999,Cracker nuts
990,995,7.948899848,Cokodok
998,48899,9.9958994,Bonda
998,6799,9.8996604,Bonda
998,567,8.979089,Cracker nuts
998,7,8.899986995,Candy
998,448,8.8990589,Doughnut
998,859,7.488998998,Cracker nuts
998,9994,7.999999964,Cracker nuts
998,9964,7.995689955,Cracker nuts
998,89958,6.8565745,Bonda
998,9960,6.678996,Bonda
9999,9980,7.899489699,Cracker nuts
9999,899,6.089997998,Candy
9999,40899,5.9768848,Doughnut
9999,99099,5.898998999,Cracker nuts
9999,99998,5.775876,Cracker nuts
9999,9989999,5.7488499,Cracker nuts
9999,8999899,5.6997859,Doughnut
9999,699,5.48996874,Gulha
9999,999,5.4867504,Bonda
9999,874,5.488783,Cracker nuts
99899,868,8.89989948,Doughnut
99899,9980,8.899876999,Gulha
99899,87899,8.889999,Bonda
99899,874,8.07899805,Bonda
99899,8,7.8646646,Cracker nuts
99899,879,7.888996897,Candy
99899,99998,7.797958,Doughnut
99899,69,7.7669868,Cracker nuts
99899,869,7.655899054,Grass jelly
99899,89988,7.4996804,Gulha
8,50,7.998504,Cracker nuts
8,9988,7.99997447,Candy
8,9904,7.748559,Doughnut
8,800,7.650898997,Cracker nuts
8,868,7.64809,Cracker nuts
8,888,7.60899868,Cracker nuts
8,8,7.5995786,Doughnut
8,9986,7.58889956,Gulha
8,89988,7.8998899,Bonda
8,9980,7.89949479,Cracker nuts
995,8,8.098485,Doughnut
995,898,7.906969,Gulha
995,87899,7.789899848,Grass jelly
995,8799,7.78899787,Cokodok
995,868,7.68650899,Pancakes
995,496,7.5765505,Fudge
995,48899,7.5799079,Cookie
995,584,7.8999989,Cracker nuts
995,999999,7.8996997,Fudge
995,78,7.899899991,Waffle
996,998997,80.0408099,Bitterballen
996,9998,9.999868,Gulha
996,7499,9.88996799,Doughnut
996,888,9.09989909,Cookie
996,89999899,8.76448999,Bitterballen
996,9989,8.78887899,Grass jelly
996,9969,8.6859996,Cokodok
996,85,8.5540099,Panforte
996,99899,8.8996788,Grass jelly
996,546,8.89984859,Cracker nuts
997,7,8.55887899,Doughnut
997,997899,8.899578995,Cookie
997,888,8.856708,Bitterballen
997,887,8.84478899,Grass jelly
997,546,7.89878,Cokodok
997,9976,7.7599879,Panforte
997,99899,7.68998564,Grass jelly
997,999899,7.598996509,Cracker nuts
997,405,7.49844997,Cokodok
997,998997,7.48849999,Doughnut
998,88899,9.68997775,Panforte
998,888,8.788998996,Fudge
998,885,8.789986899,Cracker nuts
998,9988,8.598006,Cokodok
998,6799,8.499889951,Bonda
998,8998,8.045807,Bonda
998,48996,8.004087,Grass jelly
998,8799,7.9680567,Gulha
998,8997,7.948990676,Cracker nuts
998,884,7.789978995,Candy
999,9958,9.89459899,Doughnut
999,899997,8.64589984,Cracker nuts
999,9988,8.89980757,Cracker nuts
999,89940,8.8899576,Cracker nuts
999,8998899,8.99040599,Doughnut
999,899899899,8.099899649,Gulha
999,9978,8.0998876,Bonda
999,9968,7.9899088,Cracker nuts
999,8999999,7.577789,Doughnut
999,690,7.58099669,Gulha
8990,89900,9.8979685,Grass jelly
8990,9978,8.585749,Cokodok
8990,748,8.599899844,Pancakes
8990,50,8.47899589,Fudge
8990,758,8.8997889,Cookie
8990,9988,8.8959978,Cracker nuts
8990,9969,8.08999999,Fudge
8990,899998,8.08647,Waffle
8990,8994899,7.6005997,Bitterballen
8990,89999899,7.4749007,Gulha
8998,9986,7.857466,Doughnut
8998,4899,6.757846,Cookie
8998,60899,6.75808999,Bitterballen
8998,648,6.667489985,Grass jelly
8998,668,6.68999898,Cokodok
8998,899,6.474876,Panforte
8998,657,6.4090905,Grass jelly
8998,58899,6.405889904,Cracker nuts
8998,899997,6.400455,Cokodok
8998,584,6.899779697,Doughnut
89999,50,80.68799999,Panforte
89999,9958,80.679789,Fudge
89999,8998,80.50899469,Cracker nuts
89999,8,80.4899999,Cokodok
89999,9957,80.89988988,Bonda
89999,89900,80.8589947,Bonda
89999,999999,80.888996,Grass jelly
89999,800,80.067868,Gulha
89999,998997,9.849069,Cracker nuts
89999,887,9.78995586,Candy
899899,89900,80.8998998,Doughnut
899899,748,9.9904778,Cracker nuts
899899,895,8.48998999,Cracker nuts
899899,89958,8.89994677,Cracker nuts
899899,85,8.9988508,Doughnut
899899,899996,8.085065,Gulha
899899,9959,7.95488998,Bonda
899899,689,7.89847,Cracker nuts
899899,89989999,7.889989799,Doughnut
899899,9986,7.7949876,Gulha
8994,89900,8.88998679,Grass jelly
8994,8998998,8.89957954,Cokodok
8994,899997,7.9990646,Pancakes
8994,899099,7.9006997,Fudge
8994,899996,7.70058,Cookie
8994,89940,7.65999978,Cracker nuts
8994,748,7.648998899,Fudge
8994,899899899,7.5990958,Waffle
8994,8998899,7.4597664,Bitterballen
8994,89907,7.45805899,Gulha
8995,89999899,9.86568,Doughnut
8995,988,8.68990597,Cookie
8995,6899,8.48998999,Bitterballen
8995,8999999,8.489907,Grass jelly
8995,89904,8.999968998,Cokodok
8995,9994,8.848844,Panforte
8995,678,8.089949999,Grass jelly
8995,85,7.789907999,Cracker nuts
8995,879,7.79988065,Cokodok
8995,9999,7.68598996,Doughnut
8996,89900,8.899686,Panforte
8996,9989,7.5055695,Fudge
8996,899996,7.45699697,Cracker nuts
8996,89908,7.45990864,Cokodok
8996,8999999,7.499887996,Bonda
8996,899998,7.486094899,Bonda
8996,6899,7.40996065,Cracker nuts
8996,85,7.899998999,Candy
8996,899997,7.99698089,Doughnut
8996,8899,7.86605,Cracker nuts
8997,96,9.9989665,Cracker nuts
8997,8998,9.8699599,Cracker nuts
8997,550,8.989940995,Doughnut
8997,99997,8.886899,Gulha
8997,888,8.6699699,Bonda
8997,99999,8.8508665,Cracker nuts
8997,844,8.00789995,Doughnut
8997,449,7.908589987,Gulha
8997,99998,7.857989907,Bonda
8997,884,7.689666,Bonda
8998,78,6.7665877,Cracker nuts
8998,9994,6.5507097,Candy
8998,888,6.889988995,Doughnut
8998,755,5.9899687,Cracker nuts
8998,44899,5.8495899,Grass jelly
8998,50,5.76089987,Gulha
8998,8999899,5.7099099,Cracker nuts
8998,98,5.688999899,Candy
8998,9980,5.6589909,Doughnut
8998,8998,5.5879977,Cracker nuts
8999,750,9.899899886,Cracker nuts
8999,89988,8.689999689,Cracker nuts
8999,758,8.4456899,Doughnut
8999,89986,8.89964709,Gulha
8999,89900,8.84089969,Bonda
8999,89940,8.084589999,Cracker nuts
8999,89944,8.075568,Doughnut
8999,690,8.0998989,Gulha
8999,89946,7.79999909,Grass jelly
8999,899899,7.679999996,Cokodok
40,8998899,9.74899784,Pancakes
40,899099,9.6488,Fudge
40,89900,9.556868,Cookie
40,9988,9.899899865,Cracker nuts
40,690,9.088996,Fudge
40,899997,8.68899846,Waffle
40,89908,8.577404,Bitterballen
40,9970,8.549496,Gulha
40,89907,8.5998788,Doughnut
40,748,8.48668899,Cookie
48,8799,8.96889986,Bitterballen
48,50,8.878854,Grass jelly
48,874,8.8544099,Cokodok
48,8997,8.558596,Panforte
48,89957,8.459075,Grass jelly
48,9999,8.440588,Cracker nuts
48,887,8.89989098,Cokodok
48,9980,8.9986964,Doughnut
48,48899,8.88689948,Panforte
48,9904,8.868999959,Fudge
499,8998,8.069988994,Cracker nuts
499,896,7.8999898,Cokodok
499,80998,6.97997999,Bonda
499,886,6.964889,Bonda
499,8999899,6.9868998,Grass jelly
499,56,6.796889988,Gulha
499,476,6.554899688,Cracker nuts
499,887,6.584708998,Candy
499,77,6.44075995,Doughnut
499,78999,6.899648998,Cracker nuts
4899,888,8.084796,Cracker nuts
4899,50,7.860548,Cracker nuts
4899,9974,7.788998999,Doughnut
4899,97,7.6849875,Gulha
4899,9904,7.6409054,Bonda
4899,99099,7.899460999,Cracker nuts
4899,78999,7.0074,Doughnut
4899,78,7.004776,Gulha
4899,9975,6.989989945,Grass jelly
4899,9955,6.8648084,Cokodok
44,9980,8.678994,Pancakes
44,9904,8.48994888,Fudge
44,887,8.86989998,Cookie
44,8997,8.85899099,Cracker nuts
44,998994,8.88994885,Fudge
44,888,8.006865,Waffle
44,886,7.96577996,Bitterballen
44,79,7.99908694,Gulha
44,9965,7.869858995,Doughnut
44,998,7.70688899,Cookie
45,8998,9.58089969,Bitterballen
45,999999,9.007484,Grass jelly
45,405,8.970599,Cokodok
45,887,8.6989978,Panforte
45,998995,8.6988995,Grass jelly
45,80998,8.89960669,Cracker nuts
45,546,8.89988999,Cokodok
45,8995,8.9964799,Doughnut
45,80,8.99899805,Panforte
45,480,8.08788,Fudge
46,899099,8.094897,Cracker nuts
46,9958,8.008947,Cokodok
46,9969,7.97784,Bonda
46,8998899,7.989964998,Bonda
46,9968,7.88496899,Grass jelly
46,800,7.589985998,Gulha
46,89940,7.478997899,Cracker nuts
46,475,6.9899867,Candy
46,89908,6.799907,Doughnut
46,89946,6.67008799,Cracker nuts
47,9968,8.989045,Cracker nuts
47,89989,8.899074,Cracker nuts
47,89900,8.88998787,Doughnut
47,899,8.6499677,Gulha
47,899997,8.9957868,Bonda
47,690,8.887067,Cracker nuts
47,9994,8.8098099,Doughnut
47,85,8.069979,Gulha
47,8990899,8.045988,Grass jelly
47,8998998,7.988089999,Cokodok
48,60899,7.646804899,Pancakes
48,89957,7.8998996,Fudge
48,484,7.99588995,Cookie
48,4899,7.805758,Cracker nuts
48,5990,7.089998999,Fudge
48,897,6.9608864,Waffle
48,894,6.9569965,Bitterballen
48,887,6.8408976,Gulha
48,9958,6.779699996,Doughnut
48,88994,6.766685,Cookie
49,475,7.879908899,Bitterballen
49,9988,6.7998999,Grass jelly
49,8,6.6689706,Cokodok
49,868,5.9990887,Panforte
49,809,5.65999984,Grass jelly
49,800,5.54489974,Cracker nuts
49,999999,5.5998878,Cokodok
49,408,5.48989968,Doughnut
49,850,5.89988889,Panforte
49,879,5.89987899,Fudge
50,999899,7.44485,Cracker nuts
50,8999,7.49989908,Cokodok
50,99998,7.486886,Bonda
50,9899,7.899589908,Bonda
50,9976,7.99050799,Cracker nuts
50,997899,7.89950777,Candy
50,989,7.058995599,Doughnut
50,800,6.99954899,Cracker nuts
50,850,6.955008999,Cracker nuts
50,899099,6.749999,Cracker nuts
58,88899,9.9965,Doughnut
58,96,9.088968,Gulha
58,874,8.989999899,Bonda
58,895,8.6889997,Cracker nuts
58,98,8.6996806,Doughnut
58,56,8.459,Gulha
58,79,8.89978794,Bonda
58,50,8.996888,Bonda
58,876,8.899979999,Cracker nuts
58,9965,8.089989975,Candy
599,8,9.508057,Doughnut
599,998997,9.89956889,Cracker nuts
599,9976,8.798864,Grass jelly
599,84,8.59758999,Gulha
599,9975,8.570779,Cracker nuts
599,9986,8.4997754,Candy
599,50,8.89958999,Doughnut
599,9,8.8468,Cracker nuts
599,88,8.000099899,Cracker nuts
599,8997,7.9594507,Cracker nuts
5899,888,80.888899,Doughnut
5899,8,80.6899079,Gulha
5899,999999,80.899688,Bonda
5899,887,80.0949,Cracker nuts
5899,8997,9.966709,Doughnut
5899,405,9.7899689,Gulha
5899,7,9.55489988,Grass jelly
5899,800,9.48997994,Cokodok
5899,998997,9.06489959,Pancakes
5899,85,8.799899995,Fudge
54,89900,9.098990998,Cookie
54,887,8.7998504,Cracker nuts
54,9994,8.68899946,Fudge
54,9957,8.99878996,Waffle
54,597,8.998994694,Bitterballen
54,999999,8.8988999,Gulha
54,7,7.986908,Doughnut
54,678,7.74799998,Cookie
54,8086,7.679999007,Bitterballen
54,800,7.65088899,Grass jelly
55,999999,80.0450899,Cokodok
55,8997,9.8799957,Panforte
55,96,9.06908998,Grass jelly
55,99599,9.0809964,Cracker nuts
55,8799,8.98999888,Cokodok
55,8,8.989909,Doughnut
55,874,8.689989994,Panforte
55,9950,8.89954859,Fudge
55,9998,8.997998599,Cracker nuts
55,895,8.87784,Cokodok
56,9980,8.69799996,Bonda
56,8998,7.76585,Bonda
56,8999899,7.8999,Grass jelly
56,9904,7.99995885,Gulha
56,97,6.809485899,Cracker nuts
56,78999,6.77499004,Candy
56,499899,6.79978999,Doughnut
56,99,6.799098899,Cracker nuts
56,998998,6.68999859,Cracker nuts
56,7899,6.68875,Cracker nuts
57,888,8.686587,Doughnut
57,998997,8.8878999,Gulha
57,455,8.888996,Bonda
57,85,8.809989908,Cracker nuts
57,998995,7.989988998,Doughnut
57,8,7.9899085,Gulha
57,995,7.904844,Grass jelly
57,9957,7.849908999,Cokodok
57,7499,7.6078997,Pancakes
57,80,7.557685,Fudge
58,8997,6.4899799,Cookie
58,899099,6.4998647,Cracker nuts
58,879,6.008476,Fudge
58,9958,5.8860987,Waffle
58,585,5.80954899,Bitterballen
58,89988,5.6708855,Gulha
58,869,5.6659855,Doughnut
58,9909,5.6689979,Cookie
58,868,5.60899897,Bitterballen
58,84,5.59547999,Grass jelly
59,69,6.899899999,Cokodok
59,9980,6.899848899,Panforte
59,886,6.899999,Grass jelly
59,8997,6.89908505,Cracker nuts
59,655,5.94689909,Cokodok
59,88899,5.94889949,Doughnut
59,87899,5.98990999,Panforte
59,84899,5.98899987,Fudge
59,894,5.9889971,Cracker nuts
59,85899,5.898899799,Cokodok
60,88899,7.475899875,Bonda
60,8997,7.99789909,Bonda
60,5990,7.09876995,Grass jelly
60,88995,6.89479996,Gulha
60,800,6.797899475,Cracker nuts
60,89957,6.7788697,Candy
60,504,6.787009,Doughnut
60,895,6.7809908,Cracker nuts
60,889999,6.6507999,Cracker nuts
60,5998,6.69908944,Cracker nuts
68,8998899,9.8990999,Doughnut
68,750,8.909988997,Gulha
68,89985,8.767868,Bonda
68,99799,8.489989988,Cracker nuts
68,9958,8.99689909,Doughnut
68,689,8.89899578,Gulha
68,89907,8.007099899,Grass jelly
68,879,7.749586,Cokodok
68,899099,7.68998999,Pancakes
68,899899899,7.5889909,Fudge
699,800,6.54998095,Cookie
699,995,6.99889605,Cracker nuts
699,69,6.898998995,Fudge
699,868,6.808778,Waffle
699,8799,6.09599544,Bitterballen
699,899,5.97906,Gulha
699,8997,5.854489945,Doughnut
699,8,5.858867,Cookie
699,97,5.899899778,Bitterballen
699,79,5.789988778,Grass jelly
6899,9976,7.50589987,Cokodok
6899,9975,7.48599,Panforte
6899,858,7.99789999,Grass jelly
6899,9969,7.84765899,Cracker nuts
6899,7,7.84899849,Cokodok
6899,88,7.899899807,Doughnut
6899,998995,7.0899975,Panforte
6899,8997,6.9977584,Fudge
6899,899,6.979988899,Cracker nuts
6899,999899,6.8840875,Cokodok
64,50,9.004899,Bonda
64,9904,7.86078999,Bonda
64,9958,7.78859999,Cracker nuts
64,96,7.688988998,Candy
64,998,7.99945685,Doughnut
64,800,7.99799089,Cracker nuts
64,8998,7.0899999,Cracker nuts
64,585,6.75964996,Cracker nuts
64,998998,6.79959,Doughnut
64,880,6.68508899,Gulha
65,69,7.6790085,Bonda
65,9904,7.689999755,Cracker nuts
65,898,7.89989909,Doughnut
65,88,7.99046998,Gulha
65,89957,7.089970897,Bonda
65,98,6.9899899,Bonda
65,9986,6.768577,Cracker nuts
65,655,6.7009,Candy
65,50,6.68995099,Doughnut
65,66,6.687899687,Cracker nuts
66,50,9.577089,Grass jelly
66,999999,9.89970867,Gulha
66,887,9.9985898,Cracker nuts
66,888,8.7848905,Candy
66,405,8.59888,Doughnut
66,678,8.89978554,Cracker nuts
66,7499,8.89909589,Cracker nuts
66,99599,8.996789965,Cracker nuts
66,748,8.9904799,Doughnut
66,858,8.8875998,Gulha
67,8998,9.558899,Bonda
67,888,9.849684,Cracker nuts
67,597,8.98996899,Doughnut
67,546,8.8580998,Gulha
67,480,8.65688998,Grass jelly
67,8,8.89944696,Cokodok
67,999999,8.899998869,Pancakes
67,685,8.899865,Fudge
67,7499,8.08556,Cookie
67,488,8.08997,Cracker nuts
68,8,80.9854995,Fudge
68,800,80.6089957,Waffle
68,85,80.896004,Bitterballen
68,9994,80.876779,Gulha
68,858,9.999096899,Doughnut
68,999999,9.784899485,Cookie
68,89900,9.585696,Bitterballen
68,405,9.49648994,Grass jelly
68,9,9.9977497,Cokodok
68,478,9.06899679,Panforte
69,800,9.79878994,Grass jelly
69,50,9.546899499,Cracker nuts
69,8997,9.999868899,Cokodok
69,88,8.68999984,Doughnut
69,888,8.599908,Panforte
69,9976,8.89999789,Fudge
69,899997,8.09889978,Cracker nuts
69,8,8.09888998,Cokodok
69,9986,8.047607,Bonda
69,8998,7.969046,Bonda
70,95,8.895708,Grass jelly
70,895,7.899876805,Gulha
70,844,7.8997899,Cracker nuts
70,8,7.99689906,Candy
70,9958,7.999989989,Doughnut
70,969,7.889958,Cracker nuts
70,858,6.970899474,Cracker nuts
70,9994,6.98998998,Cracker nuts
70,9978,6.986968,Doughnut
70,998,6.887799899,Gulha
78,8997,80.0998049,Bonda
78,7,8.958858,Cracker nuts
78,88,8.99909969,Doughnut
78,585,8.90990605,Gulha
78,8,8.76699899,Grass jelly
78,888,8.764895,Cokodok
78,9958,8.99799778,Pancakes
78,56,8.9999799,Fudge
78,88997,8.808888,Cookie
78,9969,8.078066,Cracker nuts
799,800,7.408806,Fudge
799,88899,7.8808899,Waffle
799,899,6.85886899,Bitterballen
799,9999,6.8998075,Gulha
799,895,6.7644876,Doughnut
799,88,6.5789685,Cookie
799,9986,6.487589945,Bitterballen
799,48899,6.458689,Grass jelly
799,9904,6.480465,Cokodok
799,885,6.8997999,Panforte
7899,868,8.6899645,Grass jelly
7899,9968,8.0904999,Cracker nuts
7899,50,8.044998,Cokodok
7899,9958,7.99956754,Doughnut
7899,9969,7.75856,Panforte
7899,9904,7.789999879,Fudge
7899,800,7.786584,Cracker nuts
7899,898,7.699996999,Cokodok
7899,9980,7.5475645,Bonda
7899,888,7.5997878,Bonda
74,9986,80.8060996,Grass jelly
74,9958,9.978806,Gulha
74,9969,9.547707,Cracker nuts
74,9989,9.888769,Candy
74,899997,9.085406,Doughnut
74,748,9.07789998,Cracker nuts
74,89940,8.56899909,Cracker nuts
74,89989,8.89998998,Cracker nuts
74,89907,8.89948885,Doughnut
74,899,8.9989668,Gulha
75,998997,9.0990786,Bonda
75,405,8.6954799,Cracker nuts
75,999999,8.607997,Doughnut
75,85,8.468788,Gulha
75,888,8.4990946,Grass jelly
75,8995,8.0799776,Cokodok
75,7499,8.06899494,Pancakes
75,50,8.057778,Fudge
75,800,7.7848999,Cookie
75,9957,7.70990887,Cracker nuts
76,9968,8.99969995,Fudge
76,899099,7.476088997,Waffle
76,475,7.996998991,Bitterballen
76,89940,6.858688,Gulha
76,88,6.0599649,Doughnut
76,89999,5.9558587,Cookie
76,89946,5.98484899,Bitterballen
76,88,5.8998785,Grass jelly
76,997899,5.76899748,Cokodok
76,89989,5.7559988,Panforte
77,888,8.909899485,Grass jelly
77,874,8.56589999,Cracker nuts
77,56,8.49975999,Cokodok
77,8799,8.9998056,Doughnut
77,9980,8.99098998,Panforte
77,9904,8.060874,Fudge
77,8998,7.87808,Cracker nuts
77,7,7.84797,Cokodok
77,98,7.8050904,Bonda
77,800,7.794899068,Bonda
78,9958,8.089986095,Cracker nuts
78,89900,7.788506,Candy
78,885,7.68768995,Doughnut
78,8,7.5899879,Cracker nuts
78,85,7.499089901,Cracker nuts
78,89908,7.8999997,Cracker nuts
78,9987,7.9998986,Doughnut
78,888,7.997484,Gulha
78,9975,7.99688966,Bonda
78,8899,7.99067757,Cracker nuts
79,899,8.54750995,Doughnut
79,9986,8.44089968,Gulha
79,84,8.9966549,Bonda
79,899099,8.889960999,Bonda
79,475,7.87579985,Cracker nuts
79,88997,7.599999967,Candy
79,9975,7.8499967,Doughnut
79,89940,7.07999456,Cracker nuts
79,89905,6.8476768,Grass jelly
79,89989,6.808999,Gulha
80,8997,8.4899688,Cracker nuts
80,9986,8.48889966,Candy
80,56,8.89496995,Doughnut
80,98,7.98998689,Cracker nuts
80,89957,7.999997999,Cracker nuts
80,898,7.88889967,Cracker nuts
80,89988,7.80449905,Doughnut
80,4997,7.708999959,Gulha
80,887,7.6899785,Bonda
80,60899,7.588999977,Cracker nuts
88,8,8.689999587,Doughnut
88,80,8.899996508,Gulha
88,998995,8.998798,Grass jelly
88,888,8.8878,Cokodok
88,488,7.77089987,Pancakes
88,480,7.705899,Fudge
88,8899,7.89995887,Cookie
88,85,7.899855996,Cracker nuts
88,888,7.89948008,Fudge
88,8,7.869689,Waffle
899,50,7.847987,Bitterballen
899,887,7.855899764,Gulha
899,99995,6.0848985,Doughnut
899,7499,6.08998694,Cookie
899,9904,6.086664,Bitterballen
899,98,5.97899009,Grass jelly
899,585,5.89079975,Cokodok
899,80,5.88899785,Panforte
899,9957,5.777899998,Grass jelly
899,95,5.774647,Cracker nuts
8899,998997,7.58568999,Cokodok
8899,405,7.588968,Doughnut
8899,9974,7.998998607,Panforte
8899,995,7.089968998,Fudge
8899,85,7.0800999,Cracker nuts
8899,7499,6.96697,Cokodok
8899,8,6.8488996,Bonda
8899,887,6.89984497,Bonda
8899,99995,6.899998799,Grass jelly
8899,4799,6.66599775,Gulha
84,8998,8.56899899,Cracker nuts
84,8997,8.89998844,Candy
84,50,8.99899695,Doughnut
84,888,8.88744,Cracker nuts
84,888,8.88997,Cracker nuts
